text,label_class,label
这几天总是感觉胸闷，去去街里人多的时候都感觉提不上来气，就去检查了，医生说我是心包积液，想问心包积液的症状是什么？,临床表现(病症表现),3
小儿槭糖尿病要挂什么科室,所属科室,6
开始工作后就患上了神经性头痛，总是好一阵坏一阵，疼起来就难受的要命，吃什么药才能好,治疗方法,5
宝宝昨天吃了甘草锌颗粒和鱼甘油今天也吃了鱼甘油今天能吃感冒药吗,治疗方法,5
男的用手碰女生阴部之后肚子疼上厕所用纸擦有血但不少最后没了现在肚子好疼是怎么回事？,病因,1
梦可以锻炼大脑的思维能力？,其他,12
您好，医生请问一下请问平时小便时尿发黄且有许多泡沫是怎么回事啊？,病因,1
走路快咽喉憋的难受是心绞痛吗,临床表现(病症表现),3
胆囊息肉要检查啥项目？,化验/体检方案,10
髌骨轻微骨折，目前吃的是活血止痛片和索洛索芬钠分散片，为了加快愈合，可以和独一味胶囊一个吃吗,治疗方法,5
回旋形线状鱼鳞病化验什么啊,化验/体检方案,10
你好，麻烦问一下膝外侧韧带损伤治疗几天,治疗时间,11
请问脚趾骨折吃肾骨片可以吗？男性，31岁，医生让买个烤电用，说是脚趾发白了，药没说吃啥啊？现在脚趾有个钢片固定,治疗方法,5
医生，我为什么会长期抑郁，见人紧张不安，,病因,1
请问得了妊娠合并硬皮病会人传人不？,传染性,7
做过外痔手术一年多，现在又有了，想咨询如何才能不用手术来治疗外痔？,治疗方法,5
一岁宝宝嗓子有痰，怎么化痰,治疗方法,5
宝宝小便发黄怎么回事,病因,1
咳嗽症状喝完止咳糖浆之后可以抽烟吗？,禁忌,9
你好，这个月大姨妈就来了一点点，是黄褐色的，第二天就没了，随后去医院检查说是怀孕了，会是宫外孕吗？,临床表现(病症表现),3
支气管扩张症是什么原因引起的?,病因,1
坐久了就腰疼是怎么回事,病因,1
心脏病二尖瓣狭窄会全身痛吗,临床表现(病症表现),3
你好，可否介绍一下，法斯通酮洛芬凝胶是哪里生产的药物呢？,其他,12
脑络通胶囊哪里可以买到？,其他,12
怎样自己做肛门扩张？我13岁，可以做吗？,治疗方法,5
腿抽筋怎么办,治疗方法,5
问一下子宫内膜癌可以治好吗,治愈率,8
髌骨内固定后8周还不能脱拐行走，算正常吗？,治疗时间,11
冒昧问一下新生儿Wilson-Mikity综合征治疗周期？,治疗时间,11
舌头上有厚厚一层白是什么病吗？而且，我经常失眠，一起来嘴巴口气大。,定义,0
孩子11个月大了，生下来就有，越张越大，而且缺皮，可以通过什么方法治疗呢，内蒙古婴儿肚子红色胎记都是血管瘤吗？,治疗方法,5
请问给孩子做肌张力低康复训练应该注意什么呢？多给孩子吃什么好？,禁忌,9
之前被电锯弄伤了手，然后马上用碘伏消毒了，还有用医用的敷贴包扎好，应该没事的吧？,其他,12
频发房性早搏要怎么处理？,治疗方法,5
如何才可以预防神经类疾病,预防,2
怎么做可以避开慢性心功能不全,预防,2
心绞痛怎么引起的原因,病因,1
血栓外痔如何消肿,治疗方法,5
尘肺等级划分?,定义,0
听说玉龙油对治疗关节炎症有些效果，请问一下，玉龙油的主要成分有哪些？效果如何？,其他,12
尿尿分叉是什么原因？,病因,1
19个月宝宝不吃饭怎么办,治疗方法,5
请问月经推迟10天白带有血丝是怎么回事？,病因,1
里尔黑变病治好得多少年,治疗时间,11
问一下小儿衣原体肺炎能治好不,治愈率,8
心绞痛能抽烟吗,禁忌,9
小便疼痛。还有一下脓脓的东西溜出来。吃什么好啊？,治疗方法,5
如果得了急性阑尾炎要检查啥项目？,化验/体检方案,10
怎样早期发现小肝癌,化验/体检方案,10
您好，我的阴道口下面长了几个像猴子一样的东西，不疼不痒。我想请问一下会是尖锐湿疣吗？,临床表现(病症表现),3
立普妥可以常年服用吗？血压偏高医生建议常吃立普妥有害处吗？,禁忌,9
"""我家孩子面部有红点，我是带孩子去年检查出血管瘤的8点0今年长到9点0了,内蒙古婴儿面部有红点是血管瘤可以治好不？""",治愈率,8
肠癌外科手术治疗有哪些特点,治疗方法,5
怀孕后期痔疮严重怎么办？,治疗方法,5
请问月经不调不是很有规律怎么办？,治疗方法,5
你好，麻烦问一下急性鼻炎如何体检？,化验/体检方案,10
睾丸下降手术后会对生育有影响吗？,相关病症,4
你好我垂体瘤手术后额头中间出现一大块斑，用了很多祛斑办法没祛掉至今有八年了恳请医解答,治疗方法,5
老年人正常压力脑积水有哪些并发症吗,相关病症,4
心包缩窄是怎么回事？,定义,0
支气管哮喘与喘息性哮喘的差别,定义,0
癫痫是是日常生活中比较多见的一类脑神经疾病。癫痫病人会无规律的发作。那么在医院里是如何检查有没有患上癫痫病的呢,化验/体检方案,10
您好多睾症治好得多少年,治疗时间,11
这段时间走几步路感觉都是气喘嘘嘘的，还经常会出现呼吸不畅的问题，去检查发现是有肺炎，请问间质性肺炎好治么？,治愈率,8
中风恢复期，吃什么药可以帮助恢复呢？,治疗方法,5
请问得了蝶骨脑膜瘤的眼眶病变做啥体检呢？,化验/体检方案,10
我又是拉又是吐，家里只有藿香正气软胶囊，在用药一方面有什么推荐。,治疗方法,5
变异性哮喘是怎么回事?,定义,0
哺乳期能吃什么药缓解痔疮？,治疗方法,5
左洛复可以长期服用吗？,禁忌,9
尖锐湿疣患者，激光后好像又长出来，要怎样尖锐湿疣患者，激光后好像又长出来，要怎样才能不长。,治疗方法,5
请问今天发现白带发黄而且下身也觉得很痒是为什么？,病因,1
冒昧问一下脾水痊愈几率,治愈率,8
肚子老是咕咕响是什么原因引起的？,病因,1
我该如何防止肺心病,预防,2
早上起来时腰根本用不上劲，求一些比较好的办法啊，谢谢,治疗方法,5
哺乳期可以吃五维赖氨酸颗粒嘛,禁忌,9
肾性脑病是什么病？,定义,0
为什么肝癌早期难以发现,病因,1
你好，麻烦问一下急性淋巴结炎治疗几天,治疗时间,11
我爷爷患有风湿骨病，想给他买几盒昆仙胶囊，请问在哪里可以买得到？,其他,12
请问得了脊柱骨折属于什么科,所属科室,6
中年妇女心慌心悸是更年期吗,病因,1
强迫症怎么治多梦,治疗方法,5
热性惊厥要做哪些检查,化验/体检方案,10
金钱草颗粒孕妇尿路感染了那吃什么药,治疗方法,5
右心发育不良综合征是什么病,定义,0
血管瘤b超应是什么回声,化验/体检方案,10
痔疮，肛门周边粘膜和皮肤交界处瘙痒，用什么药？,治疗方法,5
孩子长的血管瘤，手术有难度，现在病人走路需遮住一只眼睛才能看到东西，不知道有没办法。内蒙古婴儿长有血管瘤的治疗时间？,治疗时间,11
医生你好，我最经有些尿频，一天要上十几次厕所，感觉怎么也尿不完，是不是我生病了呢？,临床表现(病症表现),3
我想问一下我腿上起疱疹两个人再一起会不会传染到生殖器官上,传染性,7
一晚上睡过来，俩腿好酸，这种情况应该怎么处理才好啊？,治疗方法,5
宝宝老是腹泻不好，影响营养吸收怎么办,治疗方法,5
中午喝的布洛芬颗粒晚上能喝酒吗？,禁忌,9
尖锐湿疣怎么治？已经看了两个月的医生了…,治疗方法,5
脑蛛网膜炎可以怎么预防,预防,2
我想咨询一下，我的手掌和手指都脱皮了，是不是缺少了什么维生素之类的呢？,病因,1
便秘，吃药效果不好，长了痔疮，怎么治疗？需要注意什么？,治疗方法,5
快死的人会心悸吗,临床表现(病症表现),3
"""孩子身上有血管瘤应该怎么治疗？,长在我家孩子脚上的血管瘤，红色的有凸起，内蒙古婴儿脚上的血管瘤咋治比较好？""",治疗方法,5
谁知道肺纤维化的症状是什么?,临床表现(病症表现),3
屁眼长痔疮，吃什么药怎么解决,治疗方法,5
最近内痔产生肛裂，经常周期性排便痛，去小医院治疗过没效果，想咨询该怎么办？,治疗方法,5
肛门下有一粒东西，擦到就痛。是痔疮吗？,定义,0
新生儿病理性黄疸怎样治疗？,治疗方法,5
昨天给孩子洗澡时候发现，屁股上有了几个小白点，我总觉得是白癜风呢。是那种病吗。,定义,0
奶奶之前有过心肌梗死，想给她买点药，是预防心肌梗死复发的，有什么推荐？,预防,2
有没有人知道在深圳哪个药房才可以买到益肾蠲痹丸这个药物呢？,其他,12
最近为什么感到心悸,病因,1
孩子胸壁凹陷是什么病？,定义,0
10个月的宝宝一天拉四五次大便是怎么回事,病因,1
打扰问一下髋关节后脱位会传染给哪些人,传染性,7
反流性喉炎有什么一同发生,相关病症,4
脸部血管瘤如何治疗,治疗方法,5
我吃依那普利16天，血压倒是降到正常，但手指脚趾开始发麻，吃寿比山行不行？,治疗方法,5
你好，麻烦问一下老年人胆囊癌治疗几天,治疗时间,11
你好，在哪能买三唑仑,其他,12
这段时间感觉呼吸有一点难请问什么原因,病因,1
请问月经期要十来天才完属于血瘀吗？,定义,0
咋样防止宫外孕,预防,2
小儿脑震荡怎么办,治疗方法,5
您好沃纳综合征可治率多高？,治愈率,8
采取什么方法预防滴虫性尿道炎,预防,2
请教一下慢性创伤性滑囊炎会传给孕妇吗,传染性,7
小儿偏头痛的病因是什么,病因,1
得了间质性肺炎怎么办,治疗方法,5
神经纤维瘤的症状是什么？,临床表现(病症表现),3
阴茎短小，影响生育吗,相关病症,4
怀孕后恶心怎么办,治疗方法,5
心包炎治好希望大么？,治愈率,8
脑疝昏迷不醒怎么办？,治疗方法,5
患上外痔快十年了，一直没感觉的，这样要不要治疗呢？,治疗方法,5
小脑扁桃体疝做啥检查,化验/体检方案,10
快50岁，姨妈绝经期间，姨妈连续几个月，都过不去，是什么原因,病因,1
绝经与心血管疾病多大概率能治好？,治愈率,8
肛交的危害,相关病症,4
请问月经推迟怀孕机会有多大？,其他,12
心绞痛症状长期吃什么药缓解,治疗方法,5
我今天下午5点吐了，晚上8点半吃饭不会有事吧，但是有点不舒服。,其他,12
怀孕四个月，臀部有个小硬块，医生说照个彩超，我想知道照彩超会对bb有影响吗？,禁忌,9
爷爷患有糖尿病，医生开了玉兰降糖胶囊。请问怎样服用，里面含有哪些成分？,治疗方法,5
给小孩量肛门38·5正常吗,临床表现(病症表现),3
阿米巴病肠穿孔治愈需要几年,治疗时间,11
急性尿道炎怎么办,治疗方法,5
我的一个长辈得了持续性心房颤动，他进行过治疗，不过效果不理想，请问对于持续性心房颤动重要的治疗是什么？,治疗方法,5
每天晚上睡不着觉应该怎么办呀？怀孕十周睡不着，很怕会影响到小孩儿。,治疗方法,5
现在头痛家里只有头孢克肟片，有什么需要注意的呢？在饮食和作息方面的,禁忌,9
食醋可不可以促进睡眠啊？生了孩子之后就老失眠，应该怎么办呢？,治疗方法,5
问一下肾盏积水会让我得上吗,传染性,7
三叉神经营养性损害怎么办,治疗方法,5
打耳洞了，现在有点痒，能不能擦碘伏,治疗方法,5
我想请问一下，阴茎瘙痒，有分泌物，小便的时候微痛，不知道这是为什么？,病因,1
支气管炎怎么治最有效,治疗方法,5
我的右边脸部眼下部分抽搐，这是什么原因造成的呢？,病因,1
热性惊厥怎么回事,定义,0
卵巢肿瘤破裂治疗周期？,治疗时间,11
小孩吃东西就说肚子痛还吐是怎么回事,病因,1
我是糖尿病患者，该怎么样用药？用法用量是多少？,治疗方法,5
请问药流后有血是月经吗？,定义,0
女性小便次数多是什么原因,病因,1
肛乳头瘤手术后容易复发么？,治愈率,8
哮喘难道真的治不好吗,治愈率,8
用高锰酸钾溶液清洗一天后，蹲下做事情的时候小鸡有点疼，站着就没事。怎么回事,病因,1
糖尿病性胃轻瘫要花多少时间治好,治疗时间,11
为什么喝完咖啡后会全身使不上力、手抖等现象出现呢？心跳有点过快一点点但又不算心脏病的人喝了还会出现那些症状吗？,病因,1
滴虫性尿道炎的治疗方法,治疗方法,5
外痔有半个月左右，不疼有点痒不流血，可以用痔疮膏？,治疗方法,5
最近一直头晕眼花，站不稳，请问有什么药可以改善？,治疗方法,5
我检查后是血糖高的，是不是不可以吃蜂蜜了？,禁忌,9
冒昧问一下垂体前叶机能减退症做啥检查,化验/体检方案,10
宝宝多吃鱼肝油好不好啊？听说鱼肝油要和钙片一起吃，是不是啊，有什么作用呢？,其他,12
右面屁部一直到腿部疼痛麻木，请问这是什么情况导致的，,病因,1
肛门潮湿和小腹坠胀需要做什么捡查,化验/体检方案,10
心脏神经官能症是心脏病吗,定义,0
全天麻丸对治疗风湿有没有效果？需要按疗程服用吗？,治疗方法,5
问一下自发性蛛网膜下腔出血需要做什么检查,化验/体检方案,10
我孩子头部长黄豆大小颗粒，经病检是血管瘤，已长达八个月时间，啥子症庄都没有，只是发痒，内蒙古婴儿在头部长的血管瘤咋治啊？,治疗方法,5
